date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:15:12	29648/29648	---M--	200	added ('OK')	font/woff	date:Thu,%2001%20Jan%202026%2001:01:30%20GMT	https://www.instrakventurecapital.com/wp-content/plugins/chatbot/fonts/quicksand-regular-webfont.woff	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-content/plugins/chatbot/fonts/quicksand-regular-webfont.woff	(from https://www.instrakventurecapital.com/wp-content/plugins/chatbot/css/common-style.css?ver=7.6.5)
11:15:13	17436/17436	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Jan%202026%2001:01:30%20GMT	https://www.instrakventurecapital.com/wp-content/plugins/chatbot/images/tab-btn-icon.png	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-content/plugins/chatbot/images/tab-btn-icon.png	(from https://www.instrakventurecapital.com/wp-content/plugins/chatbot/css/common-style.css?ver=7.6.5)
11:15:14	1263/1263	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Jan%202026%2001:01:30%20GMT	https://www.instrakventurecapital.com/wp-content/plugins/chatbot/images/send-button.png	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-content/plugins/chatbot/images/send-button.png	(from https://www.instrakventurecapital.com/wp-content/plugins/chatbot/css/common-style.css?ver=7.6.5)
11:15:15	1365/1365	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Jan%202026%2001:01:30%20GMT	https://www.instrakventurecapital.com/wp-content/plugins/chatbot/images/wp-boat-product-close-icon.png	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-content/plugins/chatbot/images/wp-boat-product-close-icon.png	(from https://www.instrakventurecapital.com/wp-content/plugins/chatbot/css/common-style.css?ver=7.6.5)
11:15:16	15841/15841	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Jan%202026%2001:01:30%20GMT	https://www.instrakventurecapital.com/wp-content/plugins/chatbot/images/tab-btn-icon-new.png	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-content/plugins/chatbot/images/tab-btn-icon-new.png	(from https://www.instrakventurecapital.com/wp-content/plugins/chatbot/templates/template-00/style.css?ver=7.6.5)
11:15:17	1142/1142	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Jan%202026%2001:01:30%20GMT	https://www.instrakventurecapital.com/wp-content/plugins/chatbot/images/send-button-new.png	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-content/plugins/chatbot/images/send-button-new.png	(from https://www.instrakventurecapital.com/wp-content/plugins/chatbot/templates/template-00/style.css?ver=7.6.5)
11:15:18	41327/41327	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Jan%202026%2001:01:30%20GMT	https://www.instrakventurecapital.com/wp-content/plugins/chatbot/images/bg-03.jpg	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-content/plugins/chatbot/images/bg-03.jpg	(from https://www.instrakventurecapital.com/wp-content/plugins/chatbot/templates/template-00/style.css?ver=7.6.5)
11:15:19	2272/2272	---M--	200	added ('OK')	application/json	date:Mon,%2005%20Jan%202026%2003:15:17%20GMT	https://www.instrakventurecapital.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.instrakventurecapital.com%2Fmission-vision-values%2F	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-json/oembed/1.0/embedb9d3.json	(from https://www.instrakventurecapital.com/mission-vision-values/)
11:15:20	2424/2424	---M-Z	200	added ('OK')	text/xml	date:Mon,%2005%20Jan%202026%2003:15:18%20GMT	https://www.instrakventurecapital.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.instrakventurecapital.com%2Fmission-vision-values%2F&format=xml	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-json/oembed/1.0/embedd8a4	(from https://www.instrakventurecapital.com/mission-vision-values/)
11:15:22	10435/10435	---MC-	200	added ('OK')	application/json	date:Mon,%2005%20Jan%202026%2003:15:19%20GMT	https://www.instrakventurecapital.com/wp-json/wp/v2/pages/181	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-json/wp/v2/pages/181.json	(from https://www.instrakventurecapital.com/mission-vision-values/)
11:15:23	156468/156468	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Jul%202022%2003:12:36%20GMT	https://www.instrakventurecapital.com/wp-content/uploads/2022/07/people-business-meeting-1979261.jpg	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-content/uploads/2022/07/people-business-meeting-1979261.jpg	(from https://www.instrakventurecapital.com/mission-vision-values/)
11:15:24	132568/132568	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Jul%202022%2003:23:35%20GMT	https://www.instrakventurecapital.com/wp-content/uploads/2022/07/skyscraper-architecture-city-3094696-1024x582.jpg	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-content/uploads/2022/07/skyscraper-architecture-city-3094696-1024x582.jpg	(from https://www.instrakventurecapital.com/mission-vision-values/)
11:15:25	149581/149581	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Jul%202022%2003:14:04%20GMT	https://www.instrakventurecapital.com/wp-content/uploads/2022/07/gallery-2.jpg	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-content/uploads/2022/07/gallery-2.jpg	(from https://www.instrakventurecapital.com/mission-vision-values/)
11:15:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2005%20Jan%202026%2003:15:20%20GMT	https://www.instrakventurecapital.com/?p=181	www.instrakventurecapital.com/www.instrakventurecapital.com/index7c2c.html	(from https://www.instrakventurecapital.com/mission-vision-values/)
11:15:25	2296/2296	---M--	200	added ('OK')	application/json	date:Mon,%2005%20Jan%202026%2003:15:23%20GMT	https://www.instrakventurecapital.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.instrakventurecapital.com%2Fboard-of-directors%2F	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-json/oembed/1.0/embed854b.json	(from https://www.instrakventurecapital.com/board-of-directors/)
11:15:26	2448/2448	---M-Z	200	added ('OK')	text/xml	date:Mon,%2005%20Jan%202026%2003:15:24%20GMT	https://www.instrakventurecapital.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.instrakventurecapital.com%2Fboard-of-directors%2F&format=xml	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-json/oembed/1.0/embed3337	(from https://www.instrakventurecapital.com/board-of-directors/)
11:15:28	10473/10473	---MC-	200	added ('OK')	application/json	date:Mon,%2005%20Jan%202026%2003:15:25%20GMT	https://www.instrakventurecapital.com/wp-json/wp/v2/pages/182	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-json/wp/v2/pages/182.json	(from https://www.instrakventurecapital.com/board-of-directors/)
11:15:29	907969/907969	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Jul%202022%2006:08:05%20GMT	https://www.instrakventurecapital.com/wp-content/uploads/2022/07/Picture2.png	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-content/uploads/2022/07/Picture2.png	(from https://www.instrakventurecapital.com/board-of-directors/)
11:15:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2005%20Jan%202026%2003:15:27%20GMT	https://www.instrakventurecapital.com/?p=182	www.instrakventurecapital.com/www.instrakventurecapital.com/index7b17.html	(from https://www.instrakventurecapital.com/board-of-directors/)
11:15:31	348214/348214	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Jul%202022%2006:08:15%20GMT	https://www.instrakventurecapital.com/wp-content/uploads/2022/07/Picture3.png	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-content/uploads/2022/07/Picture3.png	(from https://www.instrakventurecapital.com/board-of-directors/)
11:15:32	439456/439456	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Jul%202022%2006:08:21%20GMT	https://www.instrakventurecapital.com/wp-content/uploads/2022/07/Picture4.png	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-content/uploads/2022/07/Picture4.png	(from https://www.instrakventurecapital.com/board-of-directors/)
11:15:33	462383/462383	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Jul%202022%2006:15:35%20GMT	https://www.instrakventurecapital.com/wp-content/uploads/2022/07/Picture5.png	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-content/uploads/2022/07/Picture5.png	(from https://www.instrakventurecapital.com/board-of-directors/)
11:15:35	610102/610102	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Jul%202022%2006:15:40%20GMT	https://www.instrakventurecapital.com/wp-content/uploads/2022/07/Picture6.png	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-content/uploads/2022/07/Picture6.png	(from https://www.instrakventurecapital.com/board-of-directors/)
11:15:35	431053/431053	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Jul%202022%2006:15:44%20GMT	https://www.instrakventurecapital.com/wp-content/uploads/2022/07/Picture7.png	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-content/uploads/2022/07/Picture7.png	(from https://www.instrakventurecapital.com/board-of-directors/)
11:15:35	530374/530374	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Jul%202022%2006:15:56%20GMT	https://www.instrakventurecapital.com/wp-content/uploads/2022/07/Picture8.png	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-content/uploads/2022/07/Picture8.png	(from https://www.instrakventurecapital.com/board-of-directors/)
11:15:36	2246/2246	---M--	200	added ('OK')	application/json	date:Mon,%2005%20Jan%202026%2003:15:33%20GMT	https://www.instrakventurecapital.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.instrakventurecapital.com%2Fservices%2F	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-json/oembed/1.0/embed2132.json	(from https://www.instrakventurecapital.com/services/)
11:15:36	2398/2398	---M-Z	200	added ('OK')	text/xml	date:Mon,%2005%20Jan%202026%2003:15:34%20GMT	https://www.instrakventurecapital.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.instrakventurecapital.com%2Fservices%2F&format=xml	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-json/oembed/1.0/embed8f01	(from https://www.instrakventurecapital.com/services/)
11:15:38	9003/9003	---MC-	200	added ('OK')	application/json	date:Mon,%2005%20Jan%202026%2003:15:35%20GMT	https://www.instrakventurecapital.com/wp-json/wp/v2/pages/155	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-json/wp/v2/pages/155.json	(from https://www.instrakventurecapital.com/services/)
11:15:38	84320/84320	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Aug%202022%2003:50:57%20GMT	https://www.instrakventurecapital.com/wp-content/uploads/2022/08/laptop-office-hand-3196481-1024x682.jpg	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-content/uploads/2022/08/laptop-office-hand-3196481-1024x682.jpg	(from https://www.instrakventurecapital.com/services/)
11:15:40	115932/115932	---M--	200	added ('OK')	image/png	date:Tue,%2009%20Aug%202022%2003:35:52%20GMT	https://www.instrakventurecapital.com/wp-content/uploads/2022/07/How-Financial-Services-Consulting-Can-Help-Your-Business-2-1-e1660016152397.png	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-content/uploads/2022/07/How-Financial-Services-Consulting-Can-Help-Your-Business-2-1-e1660016152397.png	(from https://www.instrakventurecapital.com/services/)
11:15:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2005%20Jan%202026%2003:15:37%20GMT	https://www.instrakventurecapital.com/?p=155	www.instrakventurecapital.com/www.instrakventurecapital.com/index43b2.html	(from https://www.instrakventurecapital.com/services/)
11:15:41	194457/194457	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Aug%202022%2003:54:00%20GMT	https://www.instrakventurecapital.com/wp-content/uploads/2022/08/equity-fairness-equitable-letters-2355700-1024x682.jpg	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-content/uploads/2022/08/equity-fairness-equitable-letters-2355700-1024x682.jpg	(from https://www.instrakventurecapital.com/services/)
11:15:42	145940/145940	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Jul%202022%2002:27:00%20GMT	https://www.instrakventurecapital.com/wp-content/uploads/2022/07/city-big-construction-2720913-1024x682.jpg	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-content/uploads/2022/07/city-big-construction-2720913-1024x682.jpg	(from https://www.instrakventurecapital.com/services/)
11:15:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2005%20Jan%202026%2003:15:40%20GMT	https://www.instrakventurecapital.com/investors	www.instrakventurecapital.com/www.instrakventurecapital.com/investors	(from https://www.instrakventurecapital.com/services/)
11:15:43	2251/2251	---M--	200	added ('OK')	application/json	date:Mon,%2005%20Jan%202026%2003:15:41%20GMT	https://www.instrakventurecapital.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.instrakventurecapital.com%2Finvestors%2F	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-json/oembed/1.0/embedf12b.json	(from https://www.instrakventurecapital.com/investors/)
11:15:44	2403/2403	---M-Z	200	added ('OK')	text/xml	date:Mon,%2005%20Jan%202026%2003:15:42%20GMT	https://www.instrakventurecapital.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.instrakventurecapital.com%2Finvestors%2F&format=xml	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-json/oembed/1.0/embedb965	(from https://www.instrakventurecapital.com/investors/)
11:15:45	115596/115596	---M-Z	200	added ('OK')	text/css	date:Thu,%2011%20Dec%202025%2007:10:08%20GMT	https://www.instrakventurecapital.com/wp-content/plugins/wpforms-lite/assets/css/frontend/classic/wpforms-full.min.css?ver=1.9.8.7	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-content/plugins/wpforms-lite/assets/css/frontend/classic/wpforms-full.mind6d4.css	(from https://www.instrakventurecapital.com/investors/)
11:15:46	6947/6947	---M--	200	added ('OK')	application/json	date:Mon,%2005%20Jan%202026%2003:15:44%20GMT	https://www.instrakventurecapital.com/wp-json/wp/v2/pages/201	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-json/wp/v2/pages/201.json	(from https://www.instrakventurecapital.com/investors/)
11:15:47	509/509	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2005%20Mar%202020%2005:44:24%20GMT	https://www.instrakventurecapital.com/wp-content/plugins/wpforms-lite/assets/images/submit-spin.svg	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-content/plugins/wpforms-lite/assets/images/submit-spin.svg	(from https://www.instrakventurecapital.com/investors/)
11:15:48	25308/25308	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2007%20Nov%202024%2004:15:50%20GMT	https://www.instrakventurecapital.com/wp-content/plugins/wpforms-lite/assets/lib/jquery.validate.min.js?ver=1.21.0	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-content/plugins/wpforms-lite/assets/lib/jquery.validate.min3c17.js	(from https://www.instrakventurecapital.com/investors/)
11:15:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2005%20Jan%202026%2003:15:47%20GMT	https://www.instrakventurecapital.com/?p=201	www.instrakventurecapital.com/www.instrakventurecapital.com/index5721.html	(from https://www.instrakventurecapital.com/investors/)
11:15:51	4014/4014	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2030%20Jun%202022%2003:09:42%20GMT	https://www.instrakventurecapital.com/wp-content/plugins/wpforms-lite/assets/lib/mailcheck.min.js?ver=1.1.2	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-content/plugins/wpforms-lite/assets/lib/mailcheck.mincfa9.js	(from https://www.instrakventurecapital.com/investors/)
11:15:51	1713/1713	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2030%20Jun%202022%2003:09:42%20GMT	https://www.instrakventurecapital.com/wp-content/plugins/wpforms-lite/assets/lib/punycode.min.js?ver=1.0.0	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-content/plugins/wpforms-lite/assets/lib/punycode.min8a54.js	(from https://www.instrakventurecapital.com/investors/)
11:15:52	1490/1490	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2005%20Jun%202025%2004:54:44%20GMT	https://www.instrakventurecapital.com/wp-content/plugins/wpforms-lite/assets/js/share/utils.min.js?ver=1.9.8.7	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-content/plugins/wpforms-lite/assets/js/share/utils.mind6d4.js	(from https://www.instrakventurecapital.com/investors/)
11:15:53	52181/52181	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2011%20Dec%202025%2007:10:08%20GMT	https://www.instrakventurecapital.com/wp-content/plugins/wpforms-lite/assets/js/frontend/wpforms.min.js?ver=1.9.8.7	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-content/plugins/wpforms-lite/assets/js/frontend/wpforms.mind6d4.js	(from https://www.instrakventurecapital.com/investors/)
11:15:54	1057/1057	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2005%20Jun%202025%2004:54:44%20GMT	https://www.instrakventurecapital.com/wp-content/plugins/wpforms-lite/assets/js/frontend/fields/address.min.js?ver=1.9.8.7	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-content/plugins/wpforms-lite/assets/js/frontend/fields/address.mind6d4.js	(from https://www.instrakventurecapital.com/investors/)
11:15:55	2241/2241	---M--	200	added ('OK')	application/json	date:Mon,%2005%20Jan%202026%2003:15:53%20GMT	https://www.instrakventurecapital.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.instrakventurecapital.com%2Fjoin-us%2F	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-json/oembed/1.0/embedf34f.json	(from https://www.instrakventurecapital.com/join-us/)
11:15:56	2393/2393	---M-Z	200	added ('OK')	text/xml	date:Mon,%2005%20Jan%202026%2003:15:54%20GMT	https://www.instrakventurecapital.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.instrakventurecapital.com%2Fjoin-us%2F&format=xml	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-json/oembed/1.0/embede857	(from https://www.instrakventurecapital.com/join-us/)
11:15:57	3580/3580	---M--	200	added ('OK')	application/json	date:Mon,%2005%20Jan%202026%2003:15:55%20GMT	https://www.instrakventurecapital.com/wp-json/wp/v2/pages/162	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-json/wp/v2/pages/162.json	(from https://www.instrakventurecapital.com/join-us/)
11:15:59	145708/145708	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Aug%202022%2003:50:56%20GMT	https://www.instrakventurecapital.com/wp-content/uploads/2022/08/laptop-office-hand-3196481.jpg	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-content/uploads/2022/08/laptop-office-hand-3196481.jpg	(from https://www.instrakventurecapital.com/join-us/)
11:16:00	2265/2265	---M--	200	added ('OK')	application/json	date:Mon,%2005%20Jan%202026%2003:15:57%20GMT	https://www.instrakventurecapital.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.instrakventurecapital.com%2Flatest-news-2%2F	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-json/oembed/1.0/embed1eba.json	(from https://www.instrakventurecapital.com/latest-news-2/)
11:16:00	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2005%20Jan%202026%2003:15:58%20GMT	https://www.instrakventurecapital.com/?p=162	www.instrakventurecapital.com/www.instrakventurecapital.com/indexbbc7.html	(from https://www.instrakventurecapital.com/join-us/)
11:16:00	2417/2417	---M-Z	200	added ('OK')	text/xml	date:Mon,%2005%20Jan%202026%2003:15:58%20GMT	https://www.instrakventurecapital.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.instrakventurecapital.com%2Flatest-news-2%2F&format=xml	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-json/oembed/1.0/embeddaa9	(from https://www.instrakventurecapital.com/latest-news-2/)
11:16:01	1879/1879	---M--	200	added ('OK')	application/json	date:Mon,%2005%20Jan%202026%2003:15:59%20GMT	https://www.instrakventurecapital.com/wp-json/wp/v2/pages/602	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-json/wp/v2/pages/602.json	(from https://www.instrakventurecapital.com/latest-news-2/)
11:16:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2005%20Jan%202026%2003:16:00%20GMT	https://www.instrakventurecapital.com/?p=602	www.instrakventurecapital.com/www.instrakventurecapital.com/indexca7f.html	(from https://www.instrakventurecapital.com/latest-news-2/)
11:16:02	2241/2241	---M--	200	added ('OK')	application/json	date:Mon,%2005%20Jan%202026%2003:16:00%20GMT	https://www.instrakventurecapital.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.instrakventurecapital.com%2Fcontact%2F	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-json/oembed/1.0/embedddba.json	(from https://www.instrakventurecapital.com/contact/)
11:16:03	2393/2393	---M-Z	200	added ('OK')	text/xml	date:Mon,%2005%20Jan%202026%2003:16:01%20GMT	https://www.instrakventurecapital.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.instrakventurecapital.com%2Fcontact%2F&format=xml	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-json/oembed/1.0/embed8730	(from https://www.instrakventurecapital.com/contact/)
11:16:05	9626/9626	---MC-	200	added ('OK')	application/json	date:Mon,%2005%20Jan%202026%2003:16:02%20GMT	https://www.instrakventurecapital.com/wp-json/wp/v2/pages/7	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-json/wp/v2/pages/7.json	(from https://www.instrakventurecapital.com/contact/)
11:16:06	42654/42654	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Jan%202026%2003:16:03%20GMT	https://www.instrakventurecapital.com/wp-content/plugins/wpforms-lite/assets/pro/images/times-solid-white.svg	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-content/plugins/wpforms-lite/assets/pro/images/times-solid-white.6f.delayed	(from https://www.instrakventurecapital.com/wp-content/plugins/wpforms-lite/assets/css/frontend/classic/wpforms-full.min.css?ver=1.9.8.7)
11:16:06	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2005%20Jan%202026%2003:16:02%20GMT	https://www.instrakventurecapital.com/?p=7	www.instrakventurecapital.com/www.instrakventurecapital.com/indexc4f7.html	(from https://www.instrakventurecapital.com/contact/)
11:16:06	42654/42654	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Jan%202026%2003:16:04%20GMT	https://www.instrakventurecapital.com/wp-content/plugins/wpforms-lite/assets/pro/images/camera-video.svg	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-content/plugins/wpforms-lite/assets/pro/images/camera-video.svg	(from https://www.instrakventurecapital.com/wp-content/plugins/wpforms-lite/assets/css/frontend/classic/wpforms-full.min.css?ver=1.9.8.7)
11:16:07	42654/42654	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Jan%202026%2003:16:05%20GMT	https://www.instrakventurecapital.com/wp-content/plugins/wpforms-lite/assets/images/crop.svg	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-content/plugins/wpforms-lite/assets/images/crop.svg	(from https://www.instrakventurecapital.com/wp-content/plugins/wpforms-lite/assets/css/frontend/classic/wpforms-full.min.css?ver=1.9.8.7)
11:16:08	42654/42654	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Jan%202026%2003:16:06%20GMT	https://www.instrakventurecapital.com/wp-content/plugins/wpforms-lite/assets/pro/images/camera-rotate.svg	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-content/plugins/wpforms-lite/assets/pro/images/camera-rotate.svg	(from https://www.instrakventurecapital.com/wp-content/plugins/wpforms-lite/assets/css/frontend/classic/wpforms-full.min.css?ver=1.9.8.7)
11:16:09	42654/42654	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Jan%202026%2003:16:07%20GMT	https://www.instrakventurecapital.com/wp-content/plugins/wpforms-lite/assets/pro/images/camera.svg	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-content/plugins/wpforms-lite/assets/pro/images/camera.svg	(from https://www.instrakventurecapital.com/wp-content/plugins/wpforms-lite/assets/css/frontend/classic/wpforms-full.min.css?ver=1.9.8.7)
11:16:10	42654/42654	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Jan%202026%2003:16:08%20GMT	https://www.instrakventurecapital.com/wp-content/plugins/wpforms-lite/assets/pro/images/crop.svg	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-content/plugins/wpforms-lite/assets/pro/images/crop.svg	(from https://www.instrakventurecapital.com/wp-content/plugins/wpforms-lite/assets/css/frontend/classic/wpforms-full.min.css?ver=1.9.8.7)
11:16:11	42654/42654	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Jan%202026%2003:16:09%20GMT	https://www.instrakventurecapital.com/wp-content/plugins/wpforms-lite/assets/pro/images/cancel.svg	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-content/plugins/wpforms-lite/assets/pro/images/cancel.svg	(from https://www.instrakventurecapital.com/wp-content/plugins/wpforms-lite/assets/css/frontend/classic/wpforms-full.min.css?ver=1.9.8.7)
11:16:12	42654/42654	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Jan%202026%2003:16:10%20GMT	https://www.instrakventurecapital.com/wp-content/plugins/wpforms-lite/assets/pro/images/trash.svg	www.instrakventurecapital.com/www.instrakventurecapital.com/wp-content/plugins/wpforms-lite/assets/pro/images/trash.svg	(from https://www.instrakventurecapital.com/wp-content/plugins/wpforms-lite/assets/css/frontend/classic/wpforms-full.min.css?ver=1.9.8.7)
